No,Namespace,Variable,Description,Render Section,Category,Value
1394,KS4_PUPDEST_25,EMPLOYMENT_NONDIS,Pupils staying in employment for at least two terms after key stage 4 (number of pupils),A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,5
1395,KS4_PUPDEST_25,EDUCATION_NONDIS,Pupils staying in education for at least two terms after key stage 4 (number of pupils),A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,183
1396,KS4_PUPDEST_25,FE_NONDIS,Further education (number of pupils),A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,29
1397,KS4_PUPDEST_25,SIXTH_COL_NONDIS,Sixth form college (number of pupils),A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,150
1398,KS4_PUPDEST_25,OVERALL_DESTPER_NONDIS,Pupils staying in education or employment for at least two terms after key stage 4 (percentage),A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,96%
1399,KS4_PUPDEST_25,APPRENPER_NONDIS,Apprenticeships (percentage),A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,1%
1400,KS4_PUPDEST_25,EMPLOYMENTPER_NONDIS,Pupils staying in employment for at least two terms after key stage 4 (percentage),A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,3%
1401,KS4_PUPDEST_25,EDUCATIONPER_NONDIS,Pupils staying in education for at least two terms after key stage 4 (percentage),A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,93%
1402,KS4_PUPDEST_25,FEPER_NONDIS,Further education (percentage),A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,15%
1403,KS4_PUPDEST_25,SIXTH_COLPER_NONDIS,Sixth form college (percentage),A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,76%
1404,KS4_PUPDEST_25,COHORT_22,Number of pupils completing key stage 4 in 2021/22,A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,248
1405,KS4_PUPDEST_25,OVERALL_DESTPER_22,Pupils staying in education or employment for at least two terms after key stage 4 (percentage) (2021/22 leavers),A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,94%
1406,KS4_PUPDEST_25,COHORT_DIS_22,Number of disadvantaged pupils completing key stage 4 in 2021/22,A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,47
1407,KS4_PUPDEST_25,OVERALL_DESTPER_DIS_22,Disadvantaged pupils staying in education or employment for at least two terms after key stage 4 (percentage) (2021/22 leavers),A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,85%
1408,KS4_PUPDEST_25,COHORT_NONDIS_22,Number of pupils not identified as disadvantaged completing key stage 4 in 2021/22,A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,201
1409,KS4_PUPDEST_25,OVERALL_DESTPER_NONDIS_22,Pupils not identified as disadvantaged staying in education or employment for at least two terms after key stage 4 (percentage) (2021/22 leavers),A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,97%
1410,KS4_PUPDEST_25,COHORT_21,Number of pupils completing key stage 4 in 2020/21,A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,253
1411,KS4_PUPDEST_25,OVERALL_DESTPER_21,Pupils staying in education or employment for at least two terms after key stage 4 (percentage) ( 2020/21 leavers),A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,96%
1412,KS4_PUPDEST_25,COHORT_DIS_21,Number of disadvantaged pupils completing key stage 4 in 2020/21,A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,38
1413,KS4_PUPDEST_25,OVERALL_DESTPER_DIS_21,Disadvantaged pupils staying in education or employment for at least two terms after key stage 4 (percentage) ( 2020/21 leavers),A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,87%
1414,KS4_PUPDEST_25,COHORT_NONDIS_21,Number of pupils not identified as disadvantaged completing key stage 4 in 2020/21,A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,215
1415,KS4_PUPDEST_25,OVERALL_DESTPER_NONDIS_21,Pupils not identified as disadvantaged staying in education or employment for at least two terms after key stage 4 (percentage) ( 2020/21 leavers),A5-KS4-T7-Destinations,KS4 Ages 11 to 16 Mixed sex,98%
1416,L,ISPRIMARY,"Does the school provide primary education? ( 0 = No, 1 = Yes)",A1-Identity,KS4 Ages 11 to 16 Mixed sex,0
1417,L,ISSECONDARY,"Does the school provide secondary education? ( 0 = No, 1 = Yes)",A1-Identity,KS4 Ages 11 to 16 Mixed sex,1
1418,L,ISPOST16,"Does the school provide post 16 education? (  0 = No, 1 = Yes)",A1-Identity,KS4 Ages 11 to 16 Mixed sex,0
1419,L,AGELOW,Lowest age of entry,A1-Identity,KS4 Ages 11 to 16 Mixed sex,11
1420,L,AGEHIGH,Highest age of entry,A1-Identity,KS4 Ages 11 to 16 Mixed sex,16
1421,L,GENDER,Indicates whether it's a mixed or single sex school,A1-Identity,KS4 Ages 11 to 16 Mixed sex,Mixed
1422,L,RELCHAR,Religious character,A1-Identity,KS4 Ages 11 to 16 Mixed sex,Does not apply
1423,L,ADMPOL,Admissions Policy,A1-Identity,KS4 Ages 11 to 16 Mixed sex,Non-selective
1424,CENSUS_25,SCHOOLTYPE,Type of school,,Private Ages 10 to 19 Mixed sex ,Independent school
1425,CENSUS_25,NOR,Total number of pupils on roll,A4-Census,Private Ages 10 to 19 Mixed sex ,1012
1426,CENSUS_25,NORG,Number of girls on roll,A4-Census,Private Ages 10 to 19 Mixed sex ,477
1427,CENSUS_25,NORB,Number of boys on roll,A4-Census,Private Ages 10 to 19 Mixed sex ,535
1428,CENSUS_25,PNORG,Percentage of girls on roll,A4-Census,Private Ages 10 to 19 Mixed sex ,47.13%
1429,CENSUS_25,PNORB,Percentage of boys on roll,A4-Census,Private Ages 10 to 19 Mixed sex ,52.87%
1430,CENSUS_25,TSENELSE,Number of eligible pupils with an EHC plan,A4-Census,Private Ages 10 to 19 Mixed sex ,0
1431,CENSUS_25,PSENELSE,Percentage of eligible pupils with an EHC plan,A4-Census,Private Ages 10 to 19 Mixed sex ,0.00%
1432,CENSUS_25,TSENELK,Number of eligible pupils with SEN support,A4-Census,Private Ages 10 to 19 Mixed sex ,260
1433,CENSUS_25,PSENELK,Percentage of eligible pupils with SEN support,A4-Census,Private Ages 10 to 19 Mixed sex ,25.69%
1434,CENSUS_25,PNUMFSMEVER,Percentage of pupils eligible for FSM at any time during the past 6 years,A4-Census,Private Ages 10 to 19 Mixed sex ,0.00%
1435,KS4_25,PCODE,School postcode,A5-KS4,Private Ages 10 to 19 Mixed sex ,CR3 6YA
1436,KS4_25,CONTFLAG,Contingency flag - school results 'significantly affected'. This field is zero for all schools.,A5-KS4,Private Ages 10 to 19 Mixed sex ,0
1437,KS4_25,NFTYPE,School type (see separate list of abbreviations used in the tables),A5-KS4,Private Ages 10 to 19 Mixed sex ,IND
1438,KS4_25,RELDENOM,School religious character,A5-KS4,Private Ages 10 to 19 Mixed sex ,Christian
1439,KS4_25,EGENDER,School gender of entry,A5-KS4,Private Ages 10 to 19 Mixed sex ,MIXED
1440,KS4_25,FEEDER,Indicates whether school is a feeder school for sixth form centre/consortia (0=No; 1=Yes),A5-KS4,Private Ages 10 to 19 Mixed sex ,0
1441,KS4_25,AGERANGE,Age range,A5-KS4,Private Ages 10 to 19 Mixed sex ,10 to 19
1442,KS4_25,TOTPUPS,Number of pupils on roll (all ages),A5-KS4-T5-Cohort,Private Ages 10 to 19 Mixed sex ,1012
1443,KS4_25,NUMBOYS,Total boys on roll (including part-time pupils),A5-KS4-T5-Cohort,Private Ages 10 to 19 Mixed sex ,535
1444,KS4_25,NUMGIRLS,Total girls on roll (including part-time pupils),A5-KS4-T5-Cohort,Private Ages 10 to 19 Mixed sex ,477
1445,KS4_25,TPUP,Number of pupils at the end of key stage 4,A5-KS4-T5-Cohort,Private Ages 10 to 19 Mixed sex ,152
1446,KS4_25,BPUP,Number of boys at the end of key stage 4,A5-KS4-T5-Cohort,Private Ages 10 to 19 Mixed sex ,84
1447,KS4_25,PBPUP,% of pupils at the end of key stage 4 who are boys,A5-KS4-T5-Cohort,Private Ages 10 to 19 Mixed sex ,55.3%
1448,KS4_25,GPUP,Number of girls at the end of key stage 4,A5-KS4-T5-Cohort,Private Ages 10 to 19 Mixed sex ,68
1449,KS4_25,PGPUP,% of pupils at the end key stage 4 who are girls,A5-KS4-T5-Cohort,Private Ages 10 to 19 Mixed sex ,44.7%
1450,KS4_25,TOTATT8,Total sum of Attainment 8 scores,A5-KS4,Private Ages 10 to 19 Mixed sex ,2670.26
1451,KS4_25,ATT8SCR,Average Attainment 8 score per pupil,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,17.6
1452,KS4_25,TOTATT8ENG,Total sum of Attainment 8 scores for English element,A5-KS4,Private Ages 10 to 19 Mixed sex ,0
1453,KS4_25,ATT8SCRENG,Average Attainment 8 score per pupil for English element,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,0
1454,KS4_25,TOTATT8MAT,Total sum of Attainment 8 scores for mathematics element,A5-KS4,Private Ages 10 to 19 Mixed sex ,0
1455,KS4_25,ATT8SCRMAT,Average Attainment 8 score per pupil for mathematics element,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,0
1456,KS4_25,TOTATT8EBAC,Total sum of Attainment 8 scores for EBacc element,A5-KS4,Private Ages 10 to 19 Mixed sex ,1423
1457,KS4_25,ATT8SCREBAC,Average Attainment 8 score per pupil for EBacc element,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,9.4
1458,KS4_25,TOTATT8OPEN,Total sum of Attainment 8 scores for open element,A5-KS4,Private Ages 10 to 19 Mixed sex ,1247.26
1459,KS4_25,ATT8SCROPEN,Average Attainment 8 score per pupil for open element,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,8.2
1460,KS4_25,TOTATT8OPENG,Total sum of Attainment 8 scores for open element - GCSE only,A5-KS4,Private Ages 10 to 19 Mixed sex ,1189
1461,KS4_25,ATT8SCROPENG,Average Attainment 8 score per pupil for open element - GCSE only,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,7.8
1462,KS4_25,TOTATT8OPENNG,Total sum of Attainment 8 scores for open element - non-GCSE only,A5-KS4,Private Ages 10 to 19 Mixed sex ,58.26
1463,KS4_25,ATT8SCROPENNG,Average Attainment 8 score per pupil for open element - non-GCSE only,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,0.4
1464,KS4_25,AVGEBACFILL,Average number of EBacc slots filled in Attainment 8 per pupil,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,1.2
1465,KS4_25,AVGOPENFILL,Average number of Open slots filled in Attainment 8 per pupil,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,1
1466,KS4_25,PTL2BASICS_94,% of pupils achieving standard 9-4 passes in both English and mathematics GCSEs,A5-KS4-T3-Grades,Private Ages 10 to 19 Mixed sex ,0.0%
1467,KS4_25,PTL2BASICS_95,% of pupils achieving strong 9-5 passes in both English and mathematics GCSEs,A5-KS4-T3-Grades,Private Ages 10 to 19 Mixed sex ,0.0%
1468,KS4_25,TOTEBACCAPS,Total EBacc APS score per pupil,A5-KS4,Private Ages 10 to 19 Mixed sex ,147.1
1469,KS4_25,EBACCAPS,Average EBacc APS score per pupil,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.97
1470,KS4_25,EBACCAPS_GIRLS,Average EBacc APS score per girl,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.98
1471,KS4_25,EBACCAPS_BOYS,Average EBacc APS score per boy,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.96
1472,KS4_25,TEBACC_E_PTQ_EE,Number of key stage 4 pupils with entries in all English Baccalaureate subject areas,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0
1473,KS4_25,PTEBACC_E_PTQ_EE,% of key stage 4 pupils with entries in all English Baccalaureate subject areas,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1474,KS4_25,PTEBACC_94,% of pupils achieving the English Baccalaureate with 9-4 passes,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1475,KS4_25,PTEBACC_95,% of pupils achieving the English Baccalaureate with 9-5 passes,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1476,KS4_25,TEBACENG_E_PTQ_EE,Number of pupils entering the English Baccalaureate English subject area,A5-KS4,Private Ages 10 to 19 Mixed sex ,0
1477,KS4_25,PTEBACENG_E_PTQ_EE,% of pupils entering the English Baccalaureate English subject area,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1478,KS4_25,TEBACMAT_E_PTQ_EE,Number of pupils entering the English Baccalaureate Maths subject area,A5-KS4,Private Ages 10 to 19 Mixed sex ,0
1479,KS4_25,PTEBACMAT_E_PTQ_EE,% of pupils entering the English Baccalaureate Maths subject area,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1480,KS4_25,TEBAC2SCI_E_PTQ_EE,Number of pupils entering the English Baccalaureate Science subject area,A5-KS4,Private Ages 10 to 19 Mixed sex ,0
1481,KS4_25,PTEBAC2SCI_E_PTQ_EE,%  of pupils entering the English Baccalaureate Science subject area,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1482,KS4_25,TEBACHUM_E_PTQ_EE,Number of pupils entering the English Baccalaureate Humanities subject area,A5-KS4,Private Ages 10 to 19 Mixed sex ,0
1483,KS4_25,PTEBACHUM_E_PTQ_EE,%  of pupils entering the English Baccalaureate Humanities subject area,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1484,KS4_25,TEBACLAN_E_PTQ_EE,Number of pupils entering the English Baccalaureate Language subject area,A5-KS4,Private Ages 10 to 19 Mixed sex ,114
1485,KS4_25,PTEBACLAN_E_PTQ_EE,%  of pupils entering the English Baccalaureate Language subject area,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,75.0%
1486,KS4_25,PTEBACENG_94,% of pupils achieving the EBacc English subject area with a standard 9-4 pass,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1487,KS4_25,PTEBACENG_95,% of pupils achieving the EBacc English subject area with a strong 9-5 pass,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1488,KS4_25,PTEBACMAT_94,% of pupils achieving the EBacc Maths subject area with a standard 9-4 pass,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1489,KS4_25,PTEBACMAT_95,% of pupils achieving the EBacc Maths subject area with a strong 9-5 pass,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1490,KS4_25,PTEBACLAN_94,% of entered pupils achieving the EBacc Language subject area with a 9-4 pass,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,100.0%
1491,KS4_25,PTEBACLAN_95,% of entered pupils achieving the EBacc Language subject area with a 9-5 pass,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,99.1%
1492,KS4_25,TEBACENG_94,Number of pupils achieving EBacc English subject area with a standard 9-4 pass,A5-KS4,Private Ages 10 to 19 Mixed sex ,0
1493,KS4_25,TEBACENG_95,Number of pupils achieving EBacc English subject area with a strong 9-5 pass,A5-KS4,Private Ages 10 to 19 Mixed sex ,0
1494,KS4_25,TEBACMAT_94,Number of pupils achieving EBacc Maths subject area with a standard 9-4 pass,A5-KS4,Private Ages 10 to 19 Mixed sex ,0
1495,KS4_25,TEBACMAT_95,Number of pupils achieving EBacc Maths subject area with a strong 9-5 pass,A5-KS4,Private Ages 10 to 19 Mixed sex ,0
1496,KS4_25,TEBACLAN_94,Number of pupils achieving EBacc Language subject area with a 9-4 pass,A5-KS4,Private Ages 10 to 19 Mixed sex ,114
1497,KS4_25,TEBACLAN_95,Number of pupils achieving EBacc Language subject area with a 9-5 pass,A5-KS4,Private Ages 10 to 19 Mixed sex ,113
1498,KS4_25,TEBACC91,Number of pupils achieving the English Baccalaureate at grades 9-1,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0
1499,KS4_25,PTEBACC91,% of pupils achieving the English Baccalaureate at grades 9-1,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1500,KS4_25,TEBACENG91,Number of pupils achieving EBacc English subject area at grade 9-1,A5-KS4,Private Ages 10 to 19 Mixed sex ,0
1501,KS4_25,PTEBACENG91,% of pupils achieving the EBacc English subject area at grade 9-1,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1502,KS4_25,TEBACMAT91,Number of pupils achieving EBacc Maths subject area at grade 9-1,A5-KS4,Private Ages 10 to 19 Mixed sex ,0
1503,KS4_25,PTEBACMAT91,% of pupils achieving the EBacc Maths subject area at grade 9-1,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1504,KS4_25,TEBACLAN91,Number of pupils achieving EBacc Language subject area with grades 9-1,A5-KS4,Private Ages 10 to 19 Mixed sex ,114
1505,KS4_25,PTEBACLAN91,% of entered pupils achieving the EBacc Language subject area with grades 9-1,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,100.0%
1506,KS4_25,ATT8SCR_GIRLS,Average Attainment 8 score per girl,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,18.7
1507,KS4_25,ATT8SCRENG_GIRLS,Average Attainment 8 score per girl for English element,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,0
1508,KS4_25,ATT8SCRMAT_GIRLS,Average Attainment 8 score per girl for mathematics element,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,0
1509,KS4_25,ATT8SCREBAC_GIRLS,Average Attainment 8 score per girl for EBacc element,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,9
1510,KS4_25,ATT8SCROPEN_GIRLS,Average Attainment 8 score per girl for open element,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,9.7
1511,KS4_25,ATT8SCROPENG_GIRLS,Average Attainment 8 score per girl - GCSE only,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,9.3
1512,KS4_25,ATT8SCROPENNG_GIRLS,Average Attainment 8 score per girl - non-GCSE only,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,0.4
1513,KS4_25,ATT8SCR_BOYS,Average Attainment 8 score per boy,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,16.6
1514,KS4_25,ATT8SCRENG_BOYS,Average Attainment 8 score per boy for English element,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,0
1515,KS4_25,ATT8SCRMAT_BOYS,Average Attainment 8 score per boy for mathematics element,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,0
1516,KS4_25,ATT8SCREBAC_BOYS,Average Attainment 8 score per boy for EBacc element,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,9.6
1517,KS4_25,ATT8SCROPEN_BOYS,Average Attainment 8 score per boy for open element,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,7
1518,KS4_25,ATT8SCROPENG_BOYS,Average Attainment 8 score per boy - GCSE only,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,6.6
1519,KS4_25,ATT8SCROPENNG_BOYS,Average Attainment 8 score per boy - non-GCSE only,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,0.4
1520,KS4_25,PBEBACC_E_PTQ_EE,% of boys with entries in all English Baccalaureate subject areas,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1521,KS4_25,PBEBACC_94,% of KS4 boys achieving the Ebacc - with 9-4 passes,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1522,KS4_25,PBEBACC_95,% of KS4 boys achieving the Ebacc - with 9-5 passes,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1523,KS4_25,PGEBACC_E_PTQ_EE,% of girls with entries in all English Baccalaureate subject areas,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1524,KS4_25,PGEBACC_94,% of KS4 girls achieving the Ebacc - with 9-4 passes,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1525,KS4_25,PGEBACC_95,% of KS4 girls achieving the Ebacc - with 9-5 passes,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1526,KS4_25,PT5EM_94,% of pupils achieving Level 2 threshold including standard passes 9-4 in both English and Maths GCSEs,A5-KS4-T3-Grades,Private Ages 10 to 19 Mixed sex ,0.0%
1527,KS4_25,PTANYQ_PTQ_EE,% of pupils achieving any qualifications,A5-KS4-T6-Entries,Private Ages 10 to 19 Mixed sex ,99.3%
1528,KS4_25,PBL2BASICS_94,% of boys achieving standard 9-4 passes in both English and mathematics GCSEs,A5-KS4-T3-Grades,Private Ages 10 to 19 Mixed sex ,0.0%
1529,KS4_25,PGL2BASICS_94,% of girls achieving standard 9-4 passes in both English and mathematics GCSEs,A5-KS4-T3-Grades,Private Ages 10 to 19 Mixed sex ,0.0%
1530,KS4_25,PBL2BASICS_95,% of boys achieving strong 9-5 passes in both English and mathematics GCSEs,A5-KS4-T3-Grades,Private Ages 10 to 19 Mixed sex ,0.0%
1531,KS4_25,PGL2BASICS_95,% of girls achieving strong 9-5 passes in both English and mathematics GCSEs,A5-KS4-T3-Grades,Private Ages 10 to 19 Mixed sex ,0.0%
1532,KS4_25,PTMULTILAN_E,% of pupils entering more than one foreign language,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,23.7%
1533,KS4_25,PTTRIPLESCI_E,"% of pupils entering biology, chemistry and physics",A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1534,KS4_25,TAVENT_E_3NG_PTQ_EE,Average number of KS4 entries per pupil,A5-KS4-T6-Entries,Private Ages 10 to 19 Mixed sex ,2.2
1535,KS4_25,TAVENT_G_PTQ_EE,Average number of GCSE entries per pupil,A5-KS4-T6-Entries,Private Ages 10 to 19 Mixed sex ,2.2
1536,KS4_25,TTOTENT_E_TOTAL_PTQ_EE,Total volume of entries without discounting,A5-KS4-T6-Entries,Private Ages 10 to 19 Mixed sex ,338
1537,KS4_25,TTOTENT_E_COVID_IMPACTED_PTQ_EE,Total volume of covid-impacted entries without discounting,A5-KS4-T6-Entries,Private Ages 10 to 19 Mixed sex ,0
1538,KS4_25,PTOTENT_E_COVID_IMPACTED_PTQ_EE,% of covid-impacted entries out of total number of entries,A5-KS4-T6-Entries,Private Ages 10 to 19 Mixed sex ,0%
1539,KS4_25,EBACCAPS_PREV,Average EBacc APS score per pupil in 2024,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.81
1540,KS4_25,EBACCAPS_PREV2,Average EBacc APS score per pupil in 2023,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,1.58
1541,KS4_25,ATT8SCR_PREV,Average Attainment 8 score per pupil - 2024,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,16.8
1542,KS4_25,ATT8SCR_PREV2,Average Attainment 8 score per pupil  - 2023,A5-KS4-T1-Attainment8,Private Ages 10 to 19 Mixed sex ,20.8
1543,KS4_25,PTEBACC_E_PTQ_EE_PREV,% of  pupils entering all English Baccalaureate subject areas in 2024,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1544,KS4_25,PTEBACC_E_PTQ_EE_PREV2,% of pupils entering all English Baccalaureate subject areas in 2023,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1545,KS4_25,PTEBACC_94_PREV,% of KS4 pupils achieving the Ebacc - with standard 9-4 passes in English and maths in 2024,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1546,KS4_25,PTEBACC_94_PREV2,% of KS4 pupils achieving the Ebacc - with standard 9-4 passes in English and maths in 2023,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1547,KS4_25,PTEBACC_95_PREV,% of KS4 pupils achieving the Ebacc - with strong 9-5 passes in English and maths in 2024,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1548,KS4_25,PTEBACC_95_PREV2,% of KS4 pupils achieving the Ebacc - with strong 9-5 passes in English and maths in 2023,A5-KS4-T4-EBacc,Private Ages 10 to 19 Mixed sex ,0.0%
1549,KS4_25,PT5EM_94_PREV,% of pupils achieving Level 2 threshold including standard passes 9-4 in both English and Maths GCSEs in 2024,A5-KS4-T3-Grades,Private Ages 10 to 19 Mixed sex ,0.0%
1550,KS4_25,PT5EM_94_PREV2,% of pupils achieving Level 2 threshold including standard passes 9-4 in both English and Maths GCSEs in 2023,A5-KS4-T3-Grades,Private Ages 10 to 19 Mixed sex ,0.0%
1551,KS4_25,PTL2BASICS_94_PREV,% of pupils achieving 9-4 passes in GCSE English and maths in 2024,A5-KS4-T3-Grades,Private Ages 10 to 19 Mixed sex ,0.0%
1552,KS4_25,PTL2BASICS_94_PREV2,% of pupils achieving 9-4 passes in GCSE English and maths in 2023,A5-KS4-T3-Grades,Private Ages 10 to 19 Mixed sex ,0.0%
1553,KS4_25,PTL2BASICS_95_PREV,% of pupils achieving 9-5 passes in GCSE English and maths in 2024,A5-KS4-T3-Grades,Private Ages 10 to 19 Mixed sex ,0.0%
1554,KS4_25,PTL2BASICS_95_PREV2,% of pupils achieving 9-5 passes in GCSE English and maths in 2023,A5-KS4-T3-Grades,Private Ages 10 to 19 Mixed sex ,0.0%
1555,KS4_25,TPUP_PREV,,A5-KS4-T5-Cohort,Private Ages 10 to 19 Mixed sex ,151
1556,KS4_25,TPUP_PREV2,,A5-KS4-T5-Cohort,Private Ages 10 to 19 Mixed sex ,166
1557,KS5_25,REGION,Region code (see separate list of region and local authority codes),A5-KS5,Private Ages 10 to 19 Mixed sex ,38
1558,KS5_25,LASORT,Local authority sort code within region,A5-KS5,Private Ages 10 to 19 Mixed sex ,1
1559,KS5_25,PCODE,School/college postcode,A5-KS5,Private Ages 10 to 19 Mixed sex ,CR3 6YA
1560,KS5_25,CONTFLAG,Contingency flag: results significantly affected: 0= not significantly affected; 1= significantly affected,A5-KS5,Private Ages 10 to 19 Mixed sex ,0
1561,KS5_25,NFTYPE/FESITYPE,School type/FE college type,A5-KS5,Private Ages 10 to 19 Mixed sex ,IND
1562,KS5_25,RELDENOM,Religious character,A5-KS5,Private Ages 10 to 19 Mixed sex ,Christian
1563,KS5_25,GEND1618,"Gender of sixth form: girls, boys or mixed",A5-KS5,Private Ages 10 to 19 Mixed sex ,MIXED
1564,KS5_25,FEEDER,Indicates whether a school/college is a feeder school/college for sixth form centre or consortium:0= not a feeder school/college; 1= feeder school/college,A5-KS5,Private Ages 10 to 19 Mixed sex ,0
1565,KS5_25,AGERANGE,Age range,A5-KS5,Private Ages 10 to 19 Mixed sex ,Oct to 19
1566,KS5_25,CONFEXAM,Indicates if a school or college has confirmed their results:blank/null= confirmed; R= not confirmed,A5-KS5,Private Ages 10 to 19 Mixed sex ,R
1567,KS5_25,TPUP1618,Number of 16-18 year old students in sixth form,A5-KS5,Private Ages 10 to 19 Mixed sex ,393
