No,Namespace,Variable,Description,Render Section,Category,Value
571,KS4_25,TAVENT_E_3NG_NFSM6CLA1A_PTQ_EE,Average number of KS4 entries per non-disadvantaged pupil,A5-KS4-T6-Entries,KS4 + KS5  Ages 11 to 18 Mixed sex,10.1
572,KS4_25,TAVENT_G_PTQ_EE,Average number of GCSE entries per pupil,A5-KS4-T6-Entries,KS4 + KS5  Ages 11 to 18 Mixed sex,10
573,KS4_25,TAVENT_GFSM6CLA1A_PTQ_EE,Average number of GCSE entries per disadvantaged pupil,A5-KS4-T6-Entries,KS4 + KS5  Ages 11 to 18 Mixed sex,9.2
574,KS4_25,TAVENT_GNFSM6CLA1A_PTQ_EE,Average number of GCSE entries per non-disadvantaged pupil,A5-KS4-T6-Entries,KS4 + KS5  Ages 11 to 18 Mixed sex,10
575,KS4_25,TTOTENT_E_TOTAL_PTQ_EE,Total volume of entries without discounting,A5-KS4-T6-Entries,KS4 + KS5  Ages 11 to 18 Mixed sex,1913
576,KS4_25,TTOTENT_E_COVID_IMPACTED_PTQ_EE,Total volume of covid-impacted entries without discounting,A5-KS4-T6-Entries,KS4 + KS5  Ages 11 to 18 Mixed sex,0
577,KS4_25,PTOTENT_E_COVID_IMPACTED_PTQ_EE,% of covid-impacted entries out of total number of entries,A5-KS4-T6-Entries,KS4 + KS5  Ages 11 to 18 Mixed sex,0%
578,KS4_25,EBACCAPS_PREV,Average EBacc APS score per pupil in 2024,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,8
579,KS4_25,EBACCAPS_PREV2,Average EBacc APS score per pupil in 2023,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,8.02
580,KS4_25,EBACCAPS_FSM6CLA1A_PREV,Average EBacc APS score per disadvantaged pupil in 2024,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,7.86
581,KS4_25,EBACCAPS_FSM6CLA1A_PREV2,Average EBacc APS score per disadvantaged pupil in 2023,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,7.39
582,KS4_25,EBACCAPS_NFSM6CLA1A_PREV,Average EBacc APS score per non-disadvantaged pupil in 2024,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,8.01
583,KS4_25,EBACCAPS_NFSM6CLA1A_PREV2,Average EBacc APS score per non-disadvantaged pupil in 2023,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,8.09
584,KS4_25,ATT8SCR_PREV,Average Attainment 8 score per pupil - 2024,A5-KS4-T1-Attainment8,KS4 + KS5  Ages 11 to 18 Mixed sex,81
585,KS4_25,ATT8SCR_PREV2,Average Attainment 8 score per pupil  - 2023,A5-KS4-T1-Attainment8,KS4 + KS5  Ages 11 to 18 Mixed sex,81.6
586,KS4_25,P8PUP_PREV,Number of pupils in progress measure - 2024,A5-KS4-T2-Progress8,KS4 + KS5  Ages 11 to 18 Mixed sex,178
587,KS4_25,P8PUP_PREV2,Number of pupils in progress measure - 2023,A5-KS4-T2-Progress8,KS4 + KS5  Ages 11 to 18 Mixed sex,179
588,KS4_25,P8MEA_PREV,Progress 8 measure - 2024,A5-KS4-T2-Progress8,KS4 + KS5  Ages 11 to 18 Mixed sex,0.74
589,KS4_25,P8MEA_PREV2,Progress 8 measure - 2023,A5-KS4-T2-Progress8,KS4 + KS5  Ages 11 to 18 Mixed sex,0.79
590,KS4_25,P8CILOW_PREV,Progress 8 lower 95% confidence interval - 2024,A5-KS4-T2-Progress8,KS4 + KS5  Ages 11 to 18 Mixed sex,0.54
591,KS4_25,P8CILOW_PREV2,Progress 8 lower 95% confidence interval - 2023,A5-KS4-T2-Progress8,KS4 + KS5  Ages 11 to 18 Mixed sex,0.59
592,KS4_25,P8CIUPP_PREV,Progress 8 upper 95% confidence interval - 2024,A5-KS4-T2-Progress8,KS4 + KS5  Ages 11 to 18 Mixed sex,0.95
593,KS4_25,P8CIUPP_PREV2,Progress 8 upper 95% confidence interval - 2023,A5-KS4-T2-Progress8,KS4 + KS5  Ages 11 to 18 Mixed sex,1
594,KS4_25,ATT8SCR_FSM6CLA1A_PREV,Average Attainment 8 score per disadvantaged pupil - 2024,A5-KS4-T1-Attainment8,KS4 + KS5  Ages 11 to 18 Mixed sex,80.3
595,KS4_25,ATT8SCR_FSM6CLA1A_PREV2,Average Attainment 8 score per disadvantaged pupil - 2023,A5-KS4-T1-Attainment8,KS4 + KS5  Ages 11 to 18 Mixed sex,74.8
596,KS4_25,ATT8SCR_NFSM6CLA1A_PREV,Average Attainment 8 score per non-disadvantaged pupil  - 2024,A5-KS4-T1-Attainment8,KS4 + KS5  Ages 11 to 18 Mixed sex,81.1
597,KS4_25,ATT8SCR_NFSM6CLA1A_PREV2,Average Attainment 8 score per non-disadvantaged pupil - 2023,A5-KS4-T1-Attainment8,KS4 + KS5  Ages 11 to 18 Mixed sex,82.2
598,KS4_25,PTEBACC_E_PTQ_EE_PREV,% of  pupils entering all English Baccalaureate subject areas in 2024,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,95.8%
599,KS4_25,PTEBACC_E_PTQ_EE_PREV2,% of pupils entering all English Baccalaureate subject areas in 2023,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,93.1%
600,KS4_25,PTEBACC_94_PREV,% of KS4 pupils achieving the Ebacc - with standard 9-4 passes in English and maths in 2024,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,94.2%
601,KS4_25,PTEBACC_94_PREV2,% of KS4 pupils achieving the Ebacc - with standard 9-4 passes in English and maths in 2023,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,91.5%
602,KS4_25,PTEBACC_95_PREV,% of KS4 pupils achieving the Ebacc - with strong 9-5 passes in English and maths in 2024,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,92.7%
603,KS4_25,PTEBACC_95_PREV2,% of KS4 pupils achieving the Ebacc - with strong 9-5 passes in English and maths in 2023,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,88.9%
604,KS4_25,PTEBACC_EFSM6CLA1A_PTQ_EE_PREV,% of disadvantaged pupils entering all English Baccalaureate subject areas in 2024,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,92.3%
605,KS4_25,PTEBACC_EFSM6CLA1A_PTQ_EE_PREV2,% of disadvantaged pupils entering all English Baccalaureate subject areas in 2023,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,94.1%
606,KS4_25,PTEBACC_94_FSM6CLA1A_PREV,% of disadvantaged pupils achieving the English Baccalaureate including 9-4 passes in English and maths in 2024,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,92.3%
607,KS4_25,PTEBACC_94_FSM6CLA1A_PREV2,% of disadvantaged pupils achieving the English Baccalaureate at grades 9-4 in 2023,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,88.2%
608,KS4_25,PTEBACC_95_FSM6CLA1A_PREV,% of disadvantaged pupils achieving the English Baccalaureate including 9-5 passes in English and maths in 2024,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,84.6%
609,KS4_25,PTEBACC_95_FSM6CLA1A_PREV2,% of disadvantaged pupils achieving the English Baccalaureate at grades 9-5 in 2023,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,82.4%
610,KS4_25,PTEBACC_ENFSM6CLA1A_PTQ_EE_PREV,% of non-disadvantaged pupils entering all English Baccalaureate subject areas in 2024,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,96.1%
611,KS4_25,PTEBACC_ENFSM6CLA1A_PTQ_EE_PREV2,% of non-disadvantaged pupils entering all English Baccalaureate subject areas in 2023,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,93.0%
612,KS4_25,PTEBACC_94_NFSM6CLA1A_PREV,% of non-disadvantaged pupils achieving the English Baccalaureate including 9-4 passes in English and maths in 2024,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,94.4%
613,KS4_25,PTEBACC_94_NFSM6CLA1A_PREV2,% of non-disadvantaged pupils achieving the English Baccalaureate at grade 9-4 in 2023,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,91.9%
614,KS4_25,PTEBACC_95_NFSM6CLA1A_PREV,% of non-disadvantaged pupils achieving the English Baccalaureate including 9-5 passes in English and maths in 2024,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,93.3%
615,KS4_25,PTEBACC_95_NFSM6CLA1A_PREV2,% of non-disadvantaged pupils achieving the English Baccalaureate at grade 9-5 in 2023,A5-KS4-T4-EBacc,KS4 + KS5  Ages 11 to 18 Mixed sex,89.5%
616,KS4_25,PT5EM_94_PREV,% of pupils achieving Level 2 threshold including standard passes 9-4 in both English and Maths GCSEs in 2024,A5-KS4-T3-Grades,KS4 + KS5  Ages 11 to 18 Mixed sex,99.5%
617,KS4_25,PT5EM_94_PREV2,% of pupils achieving Level 2 threshold including standard passes 9-4 in both English and Maths GCSEs in 2023,A5-KS4-T3-Grades,KS4 + KS5  Ages 11 to 18 Mixed sex,98.9%
618,KS4_25,PTL2BASICS_94_PREV,% of pupils achieving 9-4 passes in GCSE English and maths in 2024,A5-KS4-T3-Grades,KS4 + KS5  Ages 11 to 18 Mixed sex,99.5%
619,KS4_25,PTL2BASICS_94_PREV2,% of pupils achieving 9-4 passes in GCSE English and maths in 2023,A5-KS4-T3-Grades,KS4 + KS5  Ages 11 to 18 Mixed sex,98.9%
620,KS4_25,PTL2BASICS_95_PREV,% of pupils achieving 9-5 passes in GCSE English and maths in 2024,A5-KS4-T3-Grades,KS4 + KS5  Ages 11 to 18 Mixed sex,99.0%
621,KS4_25,PTL2BASICS_95_PREV2,% of pupils achieving 9-5 passes in GCSE English and maths in 2023,A5-KS4-T3-Grades,KS4 + KS5  Ages 11 to 18 Mixed sex,98.4%
622,KS4_25,PTFSM6CLA1ABASICS_94_PREV,% of disadvantaged pupils achieving 9-4 passes in GCSE English and maths in 2024,A5-KS4-T3-Grades,KS4 + KS5  Ages 11 to 18 Mixed sex,100.0%
623,KS4_25,PTFSM6CLA1ABASICS_94_PREV2,% of disadvantaged pupils achieving 9-4 in GCSE English and maths in 2023,A5-KS4-T3-Grades,KS4 + KS5  Ages 11 to 18 Mixed sex,94.1%
624,KS4_25,PTFSM6CLA1ABASICS_95_PREV,% of disadvantaged pupils achieving 9-5 passes in GCSE English and maths in 2024,A5-KS4-T3-Grades,KS4 + KS5  Ages 11 to 18 Mixed sex,100.0%
625,KS4_25,PTFSM6CLA1ABASICS_95_PREV2,% of disadvantaged pupils achieving 9-5 passes in GCSE English and maths in 2023,A5-KS4-T3-Grades,KS4 + KS5  Ages 11 to 18 Mixed sex,88.2%
626,KS4_25,PTNOTFSM6CLA1ABASICS_94_PREV,% of non-disadvantaged pupils achieving 9-4 passes in GCSE English and maths in 2024,A5-KS4-T3-Grades,KS4 + KS5  Ages 11 to 18 Mixed sex,99.4%
627,KS4_25,PTNOTFSM6CLA1ABASICS_94_PREV2,% of non-disadvantaged pupils achieving 9-4 passes in GCSE English and maths in 2023,A5-KS4-T3-Grades,KS4 + KS5  Ages 11 to 18 Mixed sex,99.4%
628,KS4_25,PTNOTFSM6CLA1ABASICS_95_PREV,% of non-disadvantaged pupils achieving 9-5 passes in GCSE English and maths in 2024,A5-KS4-T3-Grades,KS4 + KS5  Ages 11 to 18 Mixed sex,98.9%
629,KS4_25,PTNOTFSM6CLA1ABASICS_95_PREV2,% of non-disadvantaged pupils achieving 9-5 passes in GCSE English and maths in 2023,A5-KS4-T3-Grades,KS4 + KS5  Ages 11 to 18 Mixed sex,99.4%
630,KS4_25,TFSM6CLA1A_PREV,Number of disadvantaged pupils in 2024,A5-KS4-T5-Cohort,KS4 + KS5  Ages 11 to 18 Mixed sex,13
631,KS4_25,TFSM6CLA1A_PREV2,Number of disadvantaged pupils at the end of key stage 4 in 2023,A5-KS4-T5-Cohort,KS4 + KS5  Ages 11 to 18 Mixed sex,17
632,KS4_25,PTFSM6CLA1A_PREV,% of pupils who were disadvantaged in 2024,A5-KS4,KS4 + KS5  Ages 11 to 18 Mixed sex,6.8%
633,KS4_25,PTFSM6CLA1A_PREV2,% of pupils at the end of key stage 4 who were disadvantaged in 2023,A5-KS4,KS4 + KS5  Ages 11 to 18 Mixed sex,9.0%
634,KS4_25,TNOTFSM6CLA1A_PREV,Number of non-disadvantaged pupils in 2024,A5-KS4-T5-Cohort,KS4 + KS5  Ages 11 to 18 Mixed sex,178
635,KS4_25,TNOTFSM6CLA1A_PREV2,Number of non-disadvantaged pupils at the end of key stage 4 in 2023,A5-KS4-T5-Cohort,KS4 + KS5  Ages 11 to 18 Mixed sex,172
636,KS4_25,PTNOTFSM6CLA1A_PREV,% of pupils who were not disadvantaged in 2024,A5-KS4,KS4 + KS5  Ages 11 to 18 Mixed sex,93.2%
637,KS4_25,PTNOTFSM6CLA1A_PREV2,% of pupils at the end of key stage 4 who were not disadvantaged in 2023,A5-KS4,KS4 + KS5  Ages 11 to 18 Mixed sex,91.0%
638,KS4_25,TAVENT_E_3NG_FSM6CLA1A_PTQ_EE_PREV,Average number of KS4 entries per disadvantaged pupil in 2024,A5-KS4-T6-Entries,KS4 + KS5  Ages 11 to 18 Mixed sex,10.1
639,KS4_25,TAVENT_E_3NG_FSM6CLA1A_PTQ_EE_PREV2,Average number of KS4 entries per disadvantaged pupil in 2023,A5-KS4-T6-Entries,KS4 + KS5  Ages 11 to 18 Mixed sex,9.8
640,KS4_25,TAVENT_E_3NG_NFSM6CLA1A_PTQ_EE_PREV,Average number of KS4 entries per non-disadvantaged pupil in 2024,A5-KS4-T6-Entries,KS4 + KS5  Ages 11 to 18 Mixed sex,10.2
641,KS4_25,TAVENT_E_3NG_NFSM6CLA1A_PTQ_EE_PREV2,Average number of KS4 entries per non-disadvantaged pupil in 2023,A5-KS4-T6-Entries,KS4 + KS5  Ages 11 to 18 Mixed sex,10.2
642,KS4_25,TAVENT_GFSM6CLA1A_PTQ_EE_PREV,Average number of GCSE entries per disadvantaged pupil in 2024,A5-KS4-T6-Entries,KS4 + KS5  Ages 11 to 18 Mixed sex,10.1
643,KS4_25,TAVENT_GFSM6CLA1A_PTQ_EE_PREV2,Average number of GCSE entries per disadvantaged pupil in 2023,A5-KS4-T6-Entries,KS4 + KS5  Ages 11 to 18 Mixed sex,9.8
644,KS4_25,TAVENT_GNFSM6CLA1A_PTQ_EE_PREV,Average number of GCSE entries per non-disadvantaged pupil in 2024,A5-KS4-T6-Entries,KS4 + KS5  Ages 11 to 18 Mixed sex,10.2
645,KS4_25,TAVENT_GNFSM6CLA1A_PTQ_EE_PREV2,Average number of GCSE entries per non-disadvantaged pupil in 2023,A5-KS4-T6-Entries,KS4 + KS5  Ages 11 to 18 Mixed sex,10.1
646,KS4_25,TPUP_PREV,,A5-KS4-T5-Cohort,KS4 + KS5  Ages 11 to 18 Mixed sex,191
647,KS4_25,P8_BANDING_PREV,,A5-KS4-T2-Progress8,KS4 + KS5  Ages 11 to 18 Mixed sex,1
648,KS4_25,TPUP_PREV2,,A5-KS4-T5-Cohort,KS4 + KS5  Ages 11 to 18 Mixed sex,189
649,KS4_25,P8_BANDING_PREV2,,A5-KS4-T2-Progress8,KS4 + KS5  Ages 11 to 18 Mixed sex,1
650,KS4_PUPDEST_25,NFTYPE,School type,A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,VA
651,KS4_PUPDEST_25,COHORT,Number of pupils completing key stage 4 in 2022/23,A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,189
652,KS4_PUPDEST_25,OVERALL_DEST,Pupils staying in education or employment for at least two terms after key stage 4 (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,189
653,KS4_PUPDEST_25,APPREN,Apprenticeships (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,0
654,KS4_PUPDEST_25,EMPLOYMENT,Pupils staying in employment for at least two terms after key stage 4 (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,0
655,KS4_PUPDEST_25,EDUCATION,Pupils staying in education for at least two terms after key stage 4 (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,189
656,KS4_PUPDEST_25,FE,Further education (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,3
657,KS4_PUPDEST_25,SCH_6TH,School sixth form (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,174
658,KS4_PUPDEST_25,SIXTH_COL,Sixth form college (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,10
659,KS4_PUPDEST_25,OTHER_EDU,Other education destination (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,2
660,KS4_PUPDEST_25,NOT_SUSTAINED,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,0
661,KS4_PUPDEST_25,UNKNOWN,Activity not captured (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,0
662,KS4_PUPDEST_25,OVERALL_DESTPER,Pupils staying in education or employment for at least two terms after key stage 4 (percentage),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,100%
663,KS4_PUPDEST_25,APPRENPER,Apprenticeships (percentage),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,0%
664,KS4_PUPDEST_25,EMPLOYMENTPER,Pupils staying in employment for at least two terms after key stage 4 (percentage),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,0%
665,KS4_PUPDEST_25,EDUCATIONPER,Pupils staying in education for at least two terms after key stage 4 (percentage),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,100%
666,KS4_PUPDEST_25,FEPER,Further education (percentage),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,2%
667,KS4_PUPDEST_25,SCH_6THPER,School sixth form (percentage),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,92%
668,KS4_PUPDEST_25,SIXTH_COLPER,Sixth form college (percentage),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,5%
669,KS4_PUPDEST_25,OTHER_EDUPER,Other education destination (percentage),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,1%
670,KS4_PUPDEST_25,NOT_SUSTAINEDPER,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,0%
671,KS4_PUPDEST_25,UNKNOWNPER,Activity not captured (percentage),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,0%
672,KS4_PUPDEST_25,COHORT_DIS,Number of disadvantaged pupils completing key stage 4 in 2022/23,A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,17
673,KS4_PUPDEST_25,OVERALL_DEST_DIS,Disadvantaged pupils staying in education or employment for at least two terms after key stage 4 (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,17
674,KS4_PUPDEST_25,APPREN_DIS,Apprenticeships (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,0
675,KS4_PUPDEST_25,EMPLOYMENT_DIS,Pupils staying in employment for at least two terms after key stage 4 (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,0
676,KS4_PUPDEST_25,EDUCATION_DIS,Pupils staying in education for at least two terms after key stage 4 (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,17
677,KS4_PUPDEST_25,SCH_6TH_DIS,School sixth form (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,14
678,KS4_PUPDEST_25,SIXTH_COL_DIS,Sixth form college (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,1
679,KS4_PUPDEST_25,NOT_SUSTAINED_DIS,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,0
680,KS4_PUPDEST_25,UNKNOWN_DIS,Activity not captured (number of pupils),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,0
681,KS4_PUPDEST_25,OVERALL_DESTPER_DIS,Pupils staying in education or employment for at least two terms after key stage 4 (percentage),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,100%
682,KS4_PUPDEST_25,APPRENPER_DIS,Apprenticeships (percentage),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,0%
683,KS4_PUPDEST_25,EMPLOYMENTPER_DIS,Pupils staying in employment for at least two terms after key stage 4 (percentage),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,0%
684,KS4_PUPDEST_25,EDUCATIONPER_DIS,Pupils staying in education for at least two terms after key stage 4 (percentage),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,100%
685,KS4_PUPDEST_25,SCH_6THPER_DIS,School sixth form (percentage),A5-KS4-T7-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,82%
