COUNTA of No,,Category,,,,,,,,,
Namespace,Variable,Category,KS1 + KS2 Ages 3 to 11 Mixed sex,KS1 only Ages 3 to 7 Mixed sex,KS2 Ages 7 to 11 Mixed sex,KS4 + KS5  Ages 11 to 18 Mixed sex,KS4 Ages 11 to 16 Mixed sex,Private Ages 10 to 19 Mixed sex ,Private Ages 2 to 11 Mixed sex,Private Ages 4 to 18 Mixed sex,Grand Total
,L3_HE,,,,,1,,,,,1
,L3_HE_DIS,,,,,1,,,,,1
,L3_HE_NONDIS,,,,,1,,,,,1
,L3_HEPER,,,,,1,,,,,1
,L3_HEPER_DIS,,,,,1,,,,,1
,L3_HEPER_NONDIS,,,,,1,,,,,1
,L3_NOT_CAPTURED,,,,,1,,,,,1
,L3_NOT_CAPTURED_DIS,,,,,1,,,,,1
,L3_NOT_CAPTURED_NONDIS,,,,,1,,,,,1
,L3_NOT_CAPTUREDPER,,,,,1,,,,,1
,L3_NOT_CAPTUREDPER_DIS,,,,,1,,,,,1
,L3_NOT_CAPTUREDPER_NONDIS,,,,,1,,,,,1
,L3_NOT_SUSTAINED,,,,,1,,,,,1
,L3_NOT_SUSTAINED_DIS,,,,,1,,,,,1
,L3_NOT_SUSTAINED_NONDIS,,,,,1,,,,,1
,L3_NOT_SUSTAINEDPER,,,,,1,,,,,1
,L3_NOT_SUSTAINEDPER_DIS,,,,,1,,,,,1
,L3_NOT_SUSTAINEDPER_NONDIS,,,,,1,,,,,1
,L3_OTHER_EDU,,,,,1,,,,,1
,L3_OTHER_EDU_DIS,,,,,1,,,,,1
,L3_OTHER_EDU_NONDIS,,,,,1,,,,,1
,L3_OTHER_EDUPER,,,,,1,,,,,1
,L3_OTHER_EDUPER_DIS,,,,,1,,,,,1
,L3_OTHER_EDUPER_NONDIS,,,,,1,,,,,1
,L3_OVERALL,,,,,1,,,,,1
,L3_OVERALL_DIS,,,,,1,,,,,1
,L3_OVERALL_NONDIS,,,,,1,,,,,1
,L3_OVERALLPER,,,,,1,,,,,1
,L3_OVERALLPER_DIS,,,,,1,,,,,1
,L3_OVERALLPER_NONDIS,,,,,1,,,,,1
,LEA,,,,,1,,,,,1
,NFTYPE,,,,,1,,,,,1
,OTHER_COHORT,,,,,1,,,,,1
,OTHER_PROGRESSED,,,,,1,,,,,1
,RECTYPE,,,,,1,,,,,1
,SCHNAME,,,,,1,,,,,1
,TLEV_COHORT,,,,,1,,,,,1
,TLEV_PROGRESSED,,,,,1,,,,,1
,TOT_APPREN,,,,,1,,,,,1
,TOT_APPREN_DIS,,,,,1,,,,,1
,TOT_APPREN_NONDIS,,,,,1,,,,,1
,TOT_APPRENPER,,,,,1,,,,,1
,TOT_APPRENPER_DIS,,,,,1,,,,,1
,TOT_APPRENPER_NONDIS,,,,,1,,,,,1
,TOT_COHORT,,,,,1,,,,,1
,TOT_COHORT_DIS,,,,,1,,,,,1
,TOT_COHORT_NONDIS,,,,,1,,,,,1
,TOT_EDUCATION,,,,,1,,,,,1
,TOT_EDUCATION_DIS,,,,,1,,,,,1
,TOT_EDUCATION_NONDIS,,,,,1,,,,,1
,TOT_EDUCATIONPER,,,,,1,,,,,1
,TOT_EDUCATIONPER_DIS,,,,,1,,,,,1
,TOT_EDUCATIONPER_NONDIS,,,,,1,,,,,1
,TOT_EMPLOYMENT,,,,,1,,,,,1
,TOT_EMPLOYMENT_DIS,,,,,1,,,,,1
,TOT_EMPLOYMENT_NONDIS,,,,,1,,,,,1
,TOT_EMPLOYMENTPER,,,,,1,,,,,1
,TOT_EMPLOYMENTPER_DIS,,,,,1,,,,,1
,TOT_EMPLOYMENTPER_NONDIS,,,,,1,,,,,1
,TOT_FE,,,,,1,,,,,1
,TOT_FE_DIS,,,,,1,,,,,1
,TOT_FE_NONDIS,,,,,1,,,,,1
,TOT_FEPER,,,,,1,,,,,1
,TOT_FEPER_DIS,,,,,1,,,,,1
,TOT_FEPER_NONDIS,,,,,1,,,,,1
,TOT_HE,,,,,1,,,,,1
,TOT_HE_DIS,,,,,1,,,,,1
,TOT_HE_NONDIS,,,,,1,,,,,1
,TOT_HEPER,,,,,1,,,,,1
,TOT_HEPER_DIS,,,,,1,,,,,1
,TOT_HEPER_NONDIS,,,,,1,,,,,1
,TOT_NOT_CAPTURED,,,,,1,,,,,1
,TOT_NOT_CAPTURED_DIS,,,,,1,,,,,1
,TOT_NOT_CAPTURED_NONDIS,,,,,1,,,,,1
,TOT_NOT_CAPTUREDPER,,,,,1,,,,,1
,TOT_NOT_CAPTUREDPER_DIS,,,,,1,,,,,1
,TOT_NOT_CAPTUREDPER_NONDIS,,,,,1,,,,,1
,TOT_NOT_SUSTAINED,,,,,1,,,,,1
,TOT_NOT_SUSTAINED_DIS,,,,,1,,,,,1
,TOT_NOT_SUSTAINED_NONDIS,,,,,1,,,,,1
,TOT_NOT_SUSTAINEDPER,,,,,1,,,,,1
,TOT_NOT_SUSTAINEDPER_DIS,,,,,1,,,,,1
,TOT_NOT_SUSTAINEDPER_NONDIS,,,,,1,,,,,1
,TOT_OTHER_EDU,,,,,1,,,,,1
,TOT_OTHER_EDU_DIS,,,,,1,,,,,1
,TOT_OTHER_EDU_NONDIS,,,,,1,,,,,1
,TOT_OTHER_EDUPER,,,,,1,,,,,1
,TOT_OTHER_EDUPER_DIS,,,,,1,,,,,1
,TOT_OTHER_EDUPER_NONDIS,,,,,1,,,,,1
,TOT_OVERALL,,,,,1,,,,,1
,TOT_OVERALL_DIS,,,,,1,,,,,1
,TOT_OVERALL_NONDIS,,,,,1,,,,,1
,TOT_OVERALLPER,,,,,1,,,,,1
,TOT_OVERALLPER_DIS,,,,,1,,,,,1
,TOT_OVERALLPER_NONDIS,,,,,1,,,,,1
,URN,,,,,1,,,,,1
KS5_STUDEST_25 Total,,,,,,140,,,,,140
L,ADDRESS3,,1,1,1,1,1,1,1,1,8
,ADMPOL,,,,,1,1,1,1,,4
,AGEHIGH,,1,1,1,1,1,1,1,1,8
,AGELOW,,1,1,1,1,1,1,1,1,8
,CLOSEDATE,,1,1,1,1,1,1,1,1,8
,ESTAB,,1,1,1,1,1,1,1,1,8
,GENDER,,1,1,1,1,1,1,1,1,8
,ISPOST16,,1,1,1,1,1,1,1,1,8
,ISPRIMARY,,1,1,1,1,1,1,1,1,8
,ISSECONDARY,,1,1,1,1,1,1,1,1,8
,LA,,1,1,1,1,1,1,1,1,8
,LAESTAB,,1,1,1,1,1,1,1,1,8
,LANAME,,1,1,1,1,1,1,1,1,8
,LOCALITY,,1,1,1,1,1,1,1,1,8
,MINORGROUP,,1,1,1,1,1,1,1,1,8
,OPENDATE,,1,1,1,1,1,1,1,1,8
,POSTCODE,,1,1,1,1,1,1,1,1,8
,RELCHAR,,1,1,1,1,1,1,1,1,8
,SCHNAME,,1,1,1,1,1,1,1,1,8
,SCHOOLTYPE,,1,1,1,1,1,1,1,1,8
,SCHSTATUS,,1,1,1,1,1,1,1,1,8
,STREET,,1,1,1,1,1,1,1,1,8
,TOWN,,1,1,1,1,1,1,1,1,8
,URN,,1,1,1,1,1,1,1,1,8
L Total,,,23,23,23,24,24,24,24,23,188
Namespace,Variable,7,,,,,,,,,7
Namespace Total,,7,,,,,,,,,7
Grand Total,,7,369,53,369,1156,419,584,46,583,3586
